material_name,material_type,potential_matches,match_confidence,sustainability_impact,economic_viability,implementation_complexity,ai_generated,generation_timestamp
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.641784
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.641784
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.641784
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.641784
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.642786
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.642786
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.642786
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.642786
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.642786
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.642786
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.642786
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.642786
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.644783
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.644783
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.644783
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.644783
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.644783
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.644783
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.644783
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.644783
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.645785
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.645785
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.645785
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.645785
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.645785
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.645785
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.645785
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.645785
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.647782
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.647782
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.647782
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.647782
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.647782
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.647782
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.647782
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.647782
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.648780
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.648780
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.648780
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.648780
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.648780
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.648780
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.648780
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.648780
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.649785
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.650779
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.650779
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.650779
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.650779
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.650779
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.650779
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.650779
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.650779
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.651872
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.651872
