material_name,material_type,quantity_estimate,quality_grade,processing_requirements,potential_applications,sustainability_score,market_value,ai_generated,generation_timestamp
Electronic_waste,waste,700.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$350000/month,True,2025-07-20T07:54:53.645785
Metal_scraps,by_product,350.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$700000/month,True,2025-07-20T07:54:53.645785
Plastic_scraps,by_product,350.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$700000/month,True,2025-07-20T07:54:53.645785
Glass_waste,by_product,350.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$700000/month,True,2025-07-20T07:54:53.645785
Paper_waste,by_product,350.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$700000/month,True,2025-07-20T07:54:53.645785
General_industrial_waste,waste,220.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$110000/month,True,2025-07-20T07:54:53.647782
Wastewater,waste,220.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$110000/month,True,2025-07-20T07:54:53.647782
Dust,waste,220.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$110000/month,True,2025-07-20T07:54:53.647782
Electronic_waste,waste,220.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$110000/month,True,2025-07-20T07:54:53.647782
Metal_scraps,by_product,110.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$220000/month,True,2025-07-20T07:54:53.647782
Plastic_scraps,by_product,110.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$220000/month,True,2025-07-20T07:54:53.647782
Glass_waste,by_product,110.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$220000/month,True,2025-07-20T07:54:53.647782
Paper_waste,by_product,110.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$220000/month,True,2025-07-20T07:54:53.647782
General_industrial_waste,waste,182.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$91000/month,True,2025-07-20T07:54:53.648780
Wastewater,waste,182.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$91000/month,True,2025-07-20T07:54:53.648780
Dust,waste,182.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$91000/month,True,2025-07-20T07:54:53.648780
Electronic_waste,waste,182.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$91000/month,True,2025-07-20T07:54:53.648780
Metal_scraps,by_product,91.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$182000/month,True,2025-07-20T07:54:53.648780
Plastic_scraps,by_product,91.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$182000/month,True,2025-07-20T07:54:53.648780
Glass_waste,by_product,91.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$182000/month,True,2025-07-20T07:54:53.648780
Paper_waste,by_product,91.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$182000/month,True,2025-07-20T07:54:53.648780
General_industrial_waste,waste,200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$100000/month,True,2025-07-20T07:54:53.648780
Wastewater,waste,200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$100000/month,True,2025-07-20T07:54:53.648780
Dust,waste,200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$100000/month,True,2025-07-20T07:54:53.648780
Electronic_waste,waste,200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$100000/month,True,2025-07-20T07:54:53.648780
Metal_scraps,by_product,100.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$200000/month,True,2025-07-20T07:54:53.648780
Plastic_scraps,by_product,100.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$200000/month,True,2025-07-20T07:54:53.648780
Glass_waste,by_product,100.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$200000/month,True,2025-07-20T07:54:53.648780
Paper_waste,by_product,100.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$200000/month,True,2025-07-20T07:54:53.648780
General_industrial_waste,waste,650.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$325000/month,True,2025-07-20T07:54:53.649785
Wastewater,waste,650.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$325000/month,True,2025-07-20T07:54:53.649785
Dust,waste,650.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$325000/month,True,2025-07-20T07:54:53.649785
Electronic_waste,waste,650.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$325000/month,True,2025-07-20T07:54:53.649785
Metal_scraps,by_product,325.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$650000/month,True,2025-07-20T07:54:53.649785
Plastic_scraps,by_product,325.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$650000/month,True,2025-07-20T07:54:53.649785
Glass_waste,by_product,325.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$650000/month,True,2025-07-20T07:54:53.649785
Paper_waste,by_product,325.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$650000/month,True,2025-07-20T07:54:53.649785
General_industrial_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.650779
Wastewater,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.650779
Dust,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.650779
Electronic_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.650779
Metal_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.650779
Plastic_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.650779
Glass_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.650779
Paper_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.650779
General_industrial_waste,waste,42.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$21000/month,True,2025-07-20T07:54:53.651872
Wastewater,waste,42.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$21000/month,True,2025-07-20T07:54:53.651872
Dust,waste,42.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$21000/month,True,2025-07-20T07:54:53.651872
Electronic_waste,waste,42.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$21000/month,True,2025-07-20T07:54:53.651872
Metal_scraps,by_product,21.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$42000/month,True,2025-07-20T07:54:53.651872
Plastic_scraps,by_product,21.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$42000/month,True,2025-07-20T07:54:53.651872
Glass_waste,by_product,21.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$42000/month,True,2025-07-20T07:54:53.651872
Paper_waste,by_product,21.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$42000/month,True,2025-07-20T07:54:53.651872
General_industrial_waste,waste,5800.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$2900000/month,True,2025-07-20T07:54:53.653932
Wastewater,waste,5800.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$2900000/month,True,2025-07-20T07:54:53.653932
Dust,waste,5800.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$2900000/month,True,2025-07-20T07:54:53.653932
Electronic_waste,waste,5800.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$2900000/month,True,2025-07-20T07:54:53.653932
Metal_scraps,by_product,2900.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$5800000/month,True,2025-07-20T07:54:53.653932
Plastic_scraps,by_product,2900.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$5800000/month,True,2025-07-20T07:54:53.653932
Glass_waste,by_product,2900.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$5800000/month,True,2025-07-20T07:54:53.653932
Paper_waste,by_product,2900.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$5800000/month,True,2025-07-20T07:54:53.653932
General_industrial_waste,waste,1200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$600000/month,True,2025-07-20T07:54:53.656932
Wastewater,waste,1200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$600000/month,True,2025-07-20T07:54:53.656932
Dust,waste,1200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$600000/month,True,2025-07-20T07:54:53.656932
Electronic_waste,waste,1200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$600000/month,True,2025-07-20T07:54:53.656932
Metal_scraps,by_product,600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1200000/month,True,2025-07-20T07:54:53.656932
Plastic_scraps,by_product,600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1200000/month,True,2025-07-20T07:54:53.656932
Glass_waste,by_product,600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1200000/month,True,2025-07-20T07:54:53.656932
Paper_waste,by_product,600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1200000/month,True,2025-07-20T07:54:53.656932
General_industrial_waste,waste,150.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$75000/month,True,2025-07-20T07:54:53.657931
Wastewater,waste,150.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$75000/month,True,2025-07-20T07:54:53.657931
Dust,waste,150.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$75000/month,True,2025-07-20T07:54:53.657931
Electronic_waste,waste,150.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$75000/month,True,2025-07-20T07:54:53.657931
Metal_scraps,by_product,75.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$150000/month,True,2025-07-20T07:54:53.657931
Plastic_scraps,by_product,75.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$150000/month,True,2025-07-20T07:54:53.657931
Glass_waste,by_product,75.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$150000/month,True,2025-07-20T07:54:53.657931
Paper_waste,by_product,75.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$150000/month,True,2025-07-20T07:54:53.657931
General_industrial_waste,waste,180.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$90000/month,True,2025-07-20T07:54:53.658934
Wastewater,waste,180.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$90000/month,True,2025-07-20T07:54:53.658934
Dust,waste,180.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$90000/month,True,2025-07-20T07:54:53.658934
Electronic_waste,waste,180.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$90000/month,True,2025-07-20T07:54:53.658934
Metal_scraps,by_product,90.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$180000/month,True,2025-07-20T07:54:53.658934
Plastic_scraps,by_product,90.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$180000/month,True,2025-07-20T07:54:53.658934
Glass_waste,by_product,90.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$180000/month,True,2025-07-20T07:54:53.658934
Paper_waste,by_product,90.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$180000/month,True,2025-07-20T07:54:53.658934
General_industrial_waste,waste,911.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$455700/month,True,2025-07-20T07:54:53.659934
Wastewater,waste,911.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$455700/month,True,2025-07-20T07:54:53.659934
Dust,waste,911.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$455700/month,True,2025-07-20T07:54:53.659934
